ticker,date,quarter,sector,n_segments,n_management,n_analyst
TTWO,2024-05-16,2024Q1,IT,44,27,17
TTWO,2024-05-16,2024Q1,IT,44,27,17
TTWO,2024-08-08,2024Q2,IT,51,25,26
TTWO,2024-08-08,2024Q2,IT,51,25,26
TTWO,2024-11-06,2024Q3,IT,67,33,34
TTWO,2024-11-06,2024Q3,IT,67,33,34
TXN,2024-01-23,2023Q4,IT,44,29,15
TXN,2024-04-23,2024Q1,IT,42,27,15
TXN,2024-07-23,2024Q2,IT,67,45,22
TXN,2024-10-22,2024Q3,IT,47,30,17
TYL,2024-02-15,2023Q4,IT,69,41,28
TYL,2024-02-15,2023Q4,IT,69,41,28
TYL,2024-04-25,2024Q1,IT,45,27,17
TYL,2024-04-25,2024Q1,IT,45,27,17
TYL,2024-07-25,2024Q2,IT,46,27,18
TYL,2024-07-25,2024Q2,IT,46,27,18
TYL,2024-10-24,2024Q3,IT,51,31,19
TYL,2024-10-24,2024Q3,IT,51,31,19
UBER,2024-02-07,2023Q4,IT,26,17,9
UBER,2024-02-07,2023Q4,IT,26,17,9
UBER,2024-05-08,2024Q1,IT,30,21,9
UBER,2024-05-08,2024Q1,IT,30,21,9
UBER,2024-08-06,2024Q2,IT,48,33,15
UBER,2024-08-06,2024Q2,IT,48,33,15
UBER,2024-10-31,2024Q3,IT,27,18,9
UBER,2024-10-31,2024Q3,IT,27,18,9
VRSK,2024-02-21,2023Q4,IT,39,27,12
VRSK,2024-02-21,2023Q4,IT,39,27,12
VRSK,2024-05-01,2024Q1,IT,41,26,15
VRSK,2024-05-01,2024Q1,IT,41,26,15
VRSK,2024-07-31,2024Q2,IT,39,22,16
VRSK,2024-07-31,2024Q2,IT,39,22,16
VRSK,2024-10-30,2024Q3,IT,46,27,18
VRSK,2024-10-30,2024Q3,IT,46,27,18
VRSN,2024-02-08,2023Q4,IT,23,13,10
VRSN,2024-02-08,2023Q4,IT,23,13,10
VRSN,2024-04-25,2024Q1,IT,22,13,9
VRSN,2024-04-25,2024Q1,IT,22,13,9
VRSN,2024-07-25,2024Q2,IT,32,18,14
VRSN,2024-07-25,2024Q2,IT,32,18,14
VRSN,2024-10-24,2024Q3,IT,22,13,9
VRSN,2024-10-24,2024Q3,IT,22,13,9
VZ,2024-01-23,2023Q4,IT,45,29,16
VZ,2024-04-22,2024Q1,IT,48,32,16
VZ,2024-07-22,2024Q2,IT,68,41,27
VZ,2024-10-22,2024Q3,IT,80,58,22
VZ,2024-10-22,2024Q3,IT,4,4,0
WDAY,2024-02-26,2023Q4,IT,37,22,12
WDAY,2024-02-26,2023Q4,IT,37,22,12
WDAY,2024-05-23,2024Q1,IT,48,32,16
WDAY,2024-05-23,2024Q1,IT,48,32,16
WDAY,2024-08-22,2024Q2,IT,58,33,25
WDAY,2024-08-22,2024Q2,IT,58,33,25
WDAY,2024-11-26,2024Q3,IT,63,34,29
WDAY,2024-11-26,2024Q3,IT,63,34,29
WDC,2024-01-25,2023Q4,IT,52,33,19
WDC,2024-04-25,2024Q1,IT,34,11,23
WDC,2024-07-31,2024Q2,IT,59,35,24
WDC,2024-10-24,2024Q3,IT,51,27,23
ZBRA,2024-02-15,2023Q4,IT,48,27,21
ZBRA,2024-04-30,2024Q1,IT,53,30,23
ZBRA,2024-07-30,2024Q2,IT,81,50,31
ZBRA,2024-10-29,2024Q3,IT,49,29,20
AME,2024-02-06,2023Q4,Industrials,67,41,26
AME,2024-05-02,2024Q1,Industrials,51,33,18
AME,2024-08-01,2024Q2,Industrials,57,31,26
AME,2024-10-31,2024Q3,Industrials,93,49,44
AOS,2024-01-30,2023Q4,Industrials,47,27,20
AOS,2024-04-25,2024Q1,Industrials,55,31,24
AOS,2024-07-23,2024Q2,Industrials,57,35,22
AOS,2024-10-22,2024Q3,Industrials,75,43,32
AXON,2024-02-27,2023Q4,Industrials,58,35,23
AXON,2024-05-06,2024Q1,Industrials,44,27,16
AXON,2024-08-06,2024Q2,Industrials,79,53,26
AXON,2024-11-07,2024Q3,Industrials,56,30,21
BA,2024-01-31,2023Q4,Industrials,41,25,16
BA,2024-04-24,2024Q1,Industrials,42,24,18
BA,2024-07-31,2024Q2,Industrials,49,21,25
BA,2024-10-23,2024Q3,Industrials,41,21,17
BR,2024-02-01,2023Q4,Industrials,28,19,9
BR,2024-05-08,2024Q1,Industrials,12,10,2
BR,2024-08-06,2024Q2,Industrials,28,15,13
BR,2024-11-05,2024Q3,Industrials,25,15,10
CARR,2024-02-06,2023Q4,Industrials,66,38,28
CARR,2024-04-25,2024Q1,Industrials,52,31,21
CARR,2024-07-25,2024Q2,Industrials,91,48,43
CARR,2024-10-24,2024Q3,Industrials,83,45,36
CAT,2024-02-05,2023Q4,Industrials,32,19,13
CAT,2024-04-25,2024Q1,Industrials,35,22,13
CAT,2024-08-06,2024Q2,Industrials,37,22,15
CAT,2024-10-30,2024Q3,Industrials,35,20,15
CHRW,2024-01-31,2023Q4,Industrials,28,18,10
CHRW,2024-05-01,2024Q1,Industrials,37,25,12
CHRW,2024-07-31,2024Q2,Industrials,46,25,21
CHRW,2024-10-30,2024Q3,Industrials,43,29,14
CPAY,2024-02-07,2023Q4,Industrials,51,31,20
CPAY,2024-05-08,2024Q1,Industrials,57,36,21
CPAY,2024-08-07,2024Q2,Industrials,52,25,27
CPAY,2024-11-07,2024Q3,Industrials,34,18,13
CSX,2024-01-24,2023Q4,Industrials,39,24,15
CSX,2024-04-17,2024Q1,Industrials,46,31,15
CSX,2024-08-05,2024Q2,Industrials,41,26,15
CSX,2024-10-16,2024Q3,Industrials,42,26,16
CTAS,2024-03-27,2023Q4,Industrials,57,35,22
CTAS,2024-07-18,2024Q2,Industrials,57,29,28
CTAS,2024-09-25,2024Q2,Industrials,61,35,26
CTAS,2024-12-19,2024Q3,Industrials,83,45,38
DAL,2024-01-12,2023Q4,Industrials,65,43,22
DAL,2024-04-10,2024Q1,Industrials,70,44,26
DAL,2024-07-11,2024Q2,Industrials,79,46,33
DAL,2024-10-10,2024Q3,Industrials,78,49,29
DE,2024-02-15,2023Q4,Industrials,66,42,11
DE,2024-05-16,2024Q1,Industrials,54,36,8
DE,2024-08-15,2024Q2,Industrials,56,29,16
DE,2024-11-21,2024Q3,Industrials,23,9,12
DOV,2024-02-01,2023Q4,Industrials,58,37,21
DOV,2024-04-25,2024Q1,Industrials,63,38,25
DOV,2024-07-25,2024Q2,Industrials,80,42,38
DOV,2024-10-24,2024Q3,Industrials,96,50,46
EFX,2024-02-08,2023Q4,Industrials,49,35,14
EFX,2024-04-18,2024Q1,Industrials,78,51,27
EFX,2024-07-18,2024Q2,Industrials,105,57,48
EFX,2024-10-17,2024Q3,Industrials,97,52,45
EME,2024-02-28,2023Q4,Industrials,33,22,11
EME,2024-04-25,2024Q1,Industrials,36,26,10
EME,2024-07-25,2024Q2,Industrials,34,21,13
EME,2024-10-31,2024Q3,Industrials,33,22,11
EMR,2024-02-07,2023Q4,Industrials,58,36,22
EMR,2024-05-08,2024Q1,Industrials,47,28,19
EMR,2024-08-07,2024Q2,Industrials,84,46,38
EMR,2024-11-05,2024Q3,Industrials,47,28,19
ETN,2024-02-01,2023Q4,Industrials,45,31,14
ETN,2024-04-30,2024Q1,Industrials,53,35,18
ETN,2024-08-01,2024Q2,Industrials,88,43,42
ETN,2024-10-31,2024Q3,Industrials,49,26,20
FAST,2024-01-18,2023Q4,Industrials,50,36,13
FAST,2024-04-11,2024Q1,Industrials,39,26,12
FAST,2024-07-12,2024Q2,Industrials,38,22,15
FAST,2024-10-11,2024Q3,Industrials,41,27,13
FDS,2024-03-21,2023Q4,Industrials,35,22,13
FDS,2024-06-21,2024Q1,Industrials,51,32,19
FDS,2024-09-19,2024Q2,Industrials,49,31,17
FDS,2024-12-19,2024Q3,Industrials,56,27,28
FDX,2024-03-21,2023Q4,Industrials,47,30,17
FDX,2024-06-25,2024Q1,Industrials,59,43,16
FDX,2024-09-19,2024Q2,Industrials,41,25,16
FDX,2024-12-19,2024Q3,Industrials,37,22,15
FISV,2024-02-06,2023Q4,Industrials,47,28,19
FISV,2024-04-23,2024Q1,Industrials,31,19,12
FISV,2024-07-24,2024Q2,Industrials,28,16,12
FISV,2024-10-22,2024Q3,Industrials,23,13,10
FIX,2024-02-23,2023Q4,Industrials,63,36,27
FIX,2024-04-26,2024Q1,Industrials,61,35,26
FIX,2024-07-26,2024Q2,Industrials,47,29,18
FIX,2024-10-25,2024Q3,Industrials,59,32,27
FTV,2024-01-31,2023Q4,Industrials,61,38,23
FTV,2024-04-24,2024Q1,Industrials,53,30,23
FTV,2024-07-24,2024Q2,Industrials,65,35,30
FTV,2024-10-30,2024Q3,Industrials,57,37,20
GD,2024-01-24,2023Q4,Industrials,53,33,20
GD,2024-04-24,2024Q1,Industrials,71,41,30
GD,2024-07-24,2024Q2,Industrials,104,51,53
GD,2024-10-23,2024Q3,Industrials,63,34,29
GE,2024-01-23,2023Q4,Industrials,34,24,10
GE,2024-04-23,2024Q1,Industrials,48,29,19
GE,2024-07-23,2024Q2,Industrials,37,23,14
GE,2024-10-22,2024Q3,Industrials,38,24,14
GNRC,2024-02-14,2023Q4,Industrials,52,36,16
GNRC,2024-05-01,2024Q1,Industrials,55,38,14
GNRC,2024-07-31,2024Q2,Industrials,53,30,21
GNRC,2024-10-31,2024Q3,Industrials,29,15,12
GPN,2024-02-14,2023Q4,Industrials,35,21,14
GPN,2024-05-01,2024Q1,Industrials,43,26,17
GPN,2024-08-07,2024Q2,Industrials,63,32,29
GPN,2024-10-30,2024Q3,Industrials,53,29,24
GWW,2024-02-02,2023Q4,Industrials,61,35,26
GWW,2024-04-25,2024Q1,Industrials,38,22,16
GWW,2024-08-01,2024Q2,Industrials,38,22,16
GWW,2024-10-31,2024Q3,Industrials,31,18,13
HII,2024-02-01,2023Q4,Industrials,63,37,26
HII,2024-05-02,2024Q1,Industrials,57,32,25
HII,2024-08-01,2024Q2,Industrials,75,40,35
HII,2024-10-31,2024Q3,Industrials,85,46,39
HUBB,2024-01-30,2023Q4,Industrials,64,38,26
HUBB,2024-04-30,2024Q1,Industrials,55,34,21
HUBB,2024-07-30,2024Q2,Industrials,66,34,32
HUBB,2024-10-29,2024Q3,Industrials,74,37,37
HWM,2024-02-13,2023Q4,Industrials,30,18,12
HWM,2024-05-02,2024Q1,Industrials,39,21,18
HWM,2024-07-30,2024Q2,Industrials,58,30,28
HWM,2024-11-06,2024Q3,Industrials,26,15,11
IEX,2024-02-07,2023Q4,Industrials,55,32,23
IEX,2024-04-24,2024Q1,Industrials,39,22,17
IEX,2024-08-01,2024Q2,Industrials,68,38,30
IEX,2024-10-30,2024Q3,Industrials,59,38,21
IR,2024-02-16,2023Q4,Industrials,60,35,25
IR,2024-05-03,2024Q1,Industrials,49,28,21
IR,2024-08-01,2024Q2,Industrials,69,37,32
IR,2024-11-01,2024Q3,Industrials,86,44,42
J,2024-02-06,2023Q4,Industrials,49,30,19
J,2024-05-07,2024Q1,Industrials,51,33,18
J,2024-08-06,2024Q2,Industrials,63,37,26
J,2024-11-19,2024Q3,Industrials,45,28,17
JBHT,2024-01-18,2023Q4,Industrials,52,33,19
JBHT,2024-04-16,2024Q1,Industrials,59,42,17
JBHT,2024-07-16,2024Q2,Industrials,38,24,14
JBHT,2024-10-15,2024Q3,Industrials,42,30,12
JCI,2024-01-30,2023Q4,Industrials,63,35,28
JCI,2024-05-01,2024Q1,Industrials,62,38,24
JCI,2024-07-31,2024Q2,Industrials,57,34,23
JCI,2024-11-06,2024Q3,Industrials,57,31,26
LHX,2024-01-26,2023Q4,Industrials,34,23,11
LHX,2024-04-26,2024Q1,Industrials,38,22,16
LHX,2024-07-26,2024Q2,Industrials,37,21,16
LHX,2024-10-25,2024Q3,Industrials,61,32,29
LII,2024-01-31,2023Q4,Industrials,82,49,33
LII,2024-04-24,2024Q1,Industrials,83,47,36
LII,2024-07-24,2024Q2,Industrials,97,46,49
LII,2024-10-23,2024Q3,Industrials,96,49,46
LMT,2024-01-23,2023Q4,Industrials,37,22,15
LMT,2024-04-23,2024Q1,Industrials,36,25,11
LMT,2024-07-23,2024Q2,Industrials,48,29,19
LMT,2024-10-22,2024Q3,Industrials,32,22,10
LUV,2024-01-25,2023Q4,Industrials,57,42,15
LUV,2024-04-25,2024Q1,Industrials,66,55,11
LUV,2024-07-25,2024Q2,Industrials,75,50,25
LUV,2024-10-24,2024Q3,Industrials,72,46,26
MCO,2024-02-13,2023Q4,Industrials,56,40,16
MCO,2024-05-02,2024Q1,Industrials,57,37,20
MCO,2024-07-23,2024Q2,Industrials,45,25,20
MCO,2024-10-22,2024Q3,Industrials,66,31,35
MSCI,2024-01-30,2023Q4,Industrials,32,19,13
MSCI,2024-04-23,2024Q1,Industrials,32,18,14
MSCI,2024-07-23,2024Q2,Industrials,35,20,15
MSCI,2024-10-29,2024Q3,Industrials,38,21,17
NDSN,2024-02-22,2023Q4,Industrials,38,21,17
NDSN,2024-05-21,2024Q1,Industrials,50,29,21
NDSN,2024-08-22,2024Q2,Industrials,45,27,18
NDSN,2024-12-12,2024Q3,Industrials,79,43,36
NOC,2024-01-25,2023Q4,Industrials,43,25,18
NOC,2024-04-25,2024Q1,Industrials,56,31,25
NOC,2024-07-25,2024Q2,Industrials,69,35,34
NOC,2024-10-24,2024Q3,Industrials,46,25,21
NSC,2024-01-26,2023Q4,Industrials,72,47,25
NSC,2024-04-24,2024Q1,Industrials,46,35,11
NSC,2024-07-25,2024Q2,Industrials,64,46,18
NSC,2024-10-22,2024Q3,Industrials,54,37,17
ODFL,2024-04-24,2024Q1,Industrials,46,27,19
ODFL,2024-07-24,2024Q2,Industrials,48,26,21
ODFL,2024-10-23,2024Q3,Industrials,65,28,37
OTIS,2024-01-31,2023Q4,Industrials,28,18,10
OTIS,2024-04-24,2024Q1,Industrials,44,29,15
OTIS,2024-07-24,2024Q2,Industrials,60,32,28
OTIS,2024-10-30,2024Q3,Industrials,44,25,19
PAYX,2024-04-02,2024Q1,Industrials,48,29,19
PAYX,2024-06-26,2024Q1,Industrials,50,28,22
PAYX,2024-10-01,2024Q3,Industrials,71,40,31
PAYX,2024-12-19,2024Q3,Industrials,62,35,27
PCAR,2024-01-23,2023Q4,Industrials,65,38,27
PCAR,2024-04-30,2024Q1,Industrials,50,30,20
PCAR,2024-07-23,2024Q2,Industrials,100,48,50
PCAR,2024-10-22,2024Q3,Industrials,104,56,45
PH,2024-02-01,2023Q4,Industrials,49,33,16
PH,2024-05-02,2024Q1,Industrials,66,41,25
PH,2024-08-08,2024Q2,Industrials,102,62,40
PH,2024-10-31,2024Q3,Industrials,63,37,26
PNR,2024-01-30,2023Q4,Industrials,45,28,17
PNR,2024-04-23,2024Q1,Industrials,73,39,34
PNR,2024-07-23,2024Q2,Industrials,72,40,32
PNR,2024-10-22,2024Q3,Industrials,63,37,26
PWR,2024-02-22,2023Q4,Industrials,38,23,15
PWR,2024-05-02,2024Q1,Industrials,54,33,21
PWR,2024-08-01,2024Q2,Industrials,71,37,34
PWR,2024-10-31,2024Q3,Industrials,81,40,41
PYPL,2024-02-07,2023Q4,Industrials,24,16,8
PYPL,2024-04-30,2024Q1,Industrials,31,21,10
PYPL,2024-07-30,2024Q2,Industrials,34,22,12
PYPL,2024-10-29,2024Q3,Industrials,41,29,12
ROK,2024-01-31,2023Q4,Industrials,49,31,18
ROK,2024-05-07,2024Q1,Industrials,45,29,16
ROK,2024-08-07,2024Q2,Industrials,55,33,22
ROK,2024-11-07,2024Q3,Industrials,36,18,15
ROL,2024-02-15,2023Q4,Industrials,57,34,23
ROL,2024-04-25,2024Q1,Industrials,34,24,10
ROL,2024-07-25,2024Q2,Industrials,50,27,23
ROL,2024-10-24,2024Q3,Industrials,47,33,14
RSG,2024-02-27,2023Q4,Industrials,55,32,23
RSG,2024-04-30,2024Q1,Industrials,60,36,24
RSG,2024-07-24,2024Q2,Industrials,77,37,40
RSG,2024-10-29,2024Q3,Industrials,70,39,31
RTX,2024-01-23,2023Q4,Industrials,38,25,13
RTX,2024-04-23,2024Q1,Industrials,53,32,21
RTX,2024-07-25,2024Q2,Industrials,44,27,17
RTX,2024-10-22,2024Q3,Industrials,45,27,18
SNA,2024-02-08,2023Q4,Industrials,48,29,19
SNA,2024-04-18,2024Q1,Industrials,51,30,21
SNA,2024-07-18,2024Q2,Industrials,52,28,24
SNA,2024-10-17,2024Q3,Industrials,48,26,22
SPGI,2024-02-08,2023Q4,Industrials,40,22,18
SPGI,2024-04-25,2024Q1,Industrials,36,21,15
SPGI,2024-07-30,2024Q2,Industrials,47,30,17
SPGI,2024-10-24,2024Q3,Industrials,41,24,17
SWK,2024-02-01,2023Q4,Industrials,28,20,8
SWK,2024-05-02,2024Q1,Industrials,36,25,11
SWK,2024-07-30,2024Q2,Industrials,27,17,10
SWK,2024-10-29,2024Q3,Industrials,32,23,9
TDG,2024-02-08,2023Q4,Industrials,96,53,41
TDG,2024-05-07,2024Q1,Industrials,62,39,23
TDG,2024-08-06,2024Q2,Industrials,105,46,59
TDG,2024-11-07,2024Q3,Industrials,53,25,23
TT,2024-02-01,2023Q4,Industrials,60,39,21
TT,2024-04-30,2024Q1,Industrials,49,31,18
TT,2024-07-31,2024Q2,Industrials,70,35,35
TT,2024-10-30,2024Q3,Industrials,82,45,37
TXT,2024-01-24,2023Q4,Industrials,70,37,33
TXT,2024-04-25,2024Q1,Industrials,60,32,28
TXT,2024-07-18,2024Q2,Industrials,73,32,41
TXT,2024-10-24,2024Q3,Industrials,62,27,35
UAL,2024-01-23,2023Q4,Industrials,54,30,21
UAL,2024-04-17,2024Q1,Industrials,63,38,22
UAL,2024-07-18,2024Q2,Industrials,69,36,33
UAL,2024-10-16,2024Q3,Industrials,65,40,25
UNP,2024-01-25,2023Q4,Industrials,80,56,24
UNP,2024-04-25,2024Q1,Industrials,59,38,21
UNP,2024-07-25,2024Q2,Industrials,64,35,29
UNP,2024-10-24,2024Q3,Industrials,81,52,29
UPS,2024-01-30,2023Q4,Industrials,36,19,14
UPS,2024-04-23,2024Q1,Industrials,56,36,20
UPS,2024-07-23,2024Q2,Industrials,44,20,21
UPS,2024-10-24,2024Q3,Industrials,63,43,17
URI,2024-01-25,2023Q4,Industrials,69,42,27
URI,2024-04-25,2024Q1,Industrials,27,18,9
URI,2024-07-25,2024Q2,Industrials,82,42,40
URI,2024-10-24,2024Q3,Industrials,77,43,34
V,2024-01-25,2023Q4,Industrials,35,22,13
V,2024-04-23,2024Q1,Industrials,40,22,18
V,2024-07-23,2024Q2,Industrials,52,36,16
V,2024-10-29,2024Q3,Industrials,51,35,16
VLTO,2024-02-07,2023Q4,Industrials,40,23,17
VLTO,2024-04-24,2024Q1,Industrials,45,25,20
VLTO,2024-07-26,2024Q2,Industrials,65,31,34
VLTO,2024-10-24,2024Q3,Industrials,58,32,26
VRT,2024-02-21,2023Q4,Industrials,38,25,12
VRT,2024-04-24,2024Q1,Industrials,43,25,17
VRT,2024-07-24,2024Q2,Industrials,40,20,17
VRT,2024-10-23,2024Q3,Industrials,55,28,26
WAB,2024-02-14,2023Q4,Industrials,62,35,27
WAB,2024-04-24,2024Q1,Industrials,38,26,12
WAB,2024-07-24,2024Q2,Industrials,65,35,30
WAB,2024-10-23,2024Q3,Industrials,56,30,26
WM,2024-02-13,2023Q4,Industrials,66,42,24
WM,2024-04-25,2024Q1,Industrials,69,48,21
WM,2024-07-25,2024Q2,Industrials,74,42,32
WM,2024-10-29,2024Q3,Industrials,99,57,42
XYL,2024-02-06,2023Q4,Industrials,31,17,14
XYL,2024-05-02,2024Q1,Industrials,40,22,18
XYL,2024-07-30,2024Q2,Industrials,71,39,32
XYL,2024-10-31,2024Q3,Industrials,42,24,18
XYZ,2024-02-22,2023Q4,Industrials,37,25,12
XYZ,2024-05-02,2024Q1,Industrials,30,17,13
XYZ,2024-08-01,2024Q2,Industrials,31,17,13
XYZ,2024-11-07,2024Q3,Industrials,42,19,23
AAL,2024-01-25,2023Q4,Removal,64,40,23
AAL,2024-04-25,2024Q1,Removal,58,40,17
AAL,2024-07-25,2024Q2,Removal,54,32,22
QRVO,2024-01-31,2023Q4,Removal,34,23,11
QRVO,2024-05-01,2024Q1,Removal,34,22,12
QRVO,2024-07-30,2024Q2,Removal,33,20,13
QRVO,2024-10-29,2024Q3,Removal,40,25,15
RHI,2024-01-30,2023Q4,Removal,39,22,17
RHI,2024-04-25,2024Q1,Removal,43,24,19
RHI,2024-07-24,2024Q2,Removal,62,26,36
RHI,2024-10-22,2024Q3,Removal,49,22,27
